Fecha,Dia,Mes,Numero_de_Semana,Año,Denso Total_Cantidad,Grupo ABC Total_Cantidad,Grupo Antolin Total_Cantidad,Hella Automotive Total_Cantidad,IACNA Total_Cantidad,Po Lighting Total_Cantidad,Stabilus Total_Cantidad,Tokai Rika Total_Cantidad,Yanfeng Total_Cantidad,Meridian Technologies Total_Cantidad,EFP Operations Total_Cantidad,Johnson Controls Total_Cantidad,Transporte y Automatización de Materiales Total_Cantidad,Isringhausen Total_Cantidad,Aptiv Total_Cantidad,Tesla Total_Cantidad,Mitchell Plastics Total_Cantidad,ElringKlinger Total_Cantidad,Draexlmaier Total_Cantidad,Michigan State University Total_Cantidad,Sanhua Automotive Total_Cantidad,Estapack Total_Cantidad,AGP Worldwide Operations Total_Cantidad,Aislantes y Empaques Total_Cantidad,Gaim Regiomontana Total_Cantidad,Ufi Filters Total_Cantidad,ITB Packaging Total_Cantidad,Inoac Polytec Total_Cantidad,ZKW Total_Cantidad,Faurecia Total_Cantidad,Katcon Total_Cantidad,Avanzar Interior Products Total_Cantidad,Denso Promedio_Cantidad,Grupo ABC Promedio_Cantidad,Grupo Antolin Promedio_Cantidad,Hella Automotive Promedio_Cantidad,IACNA Promedio_Cantidad,Po Lighting Promedio_Cantidad,Stabilus Promedio_Cantidad,Tokai Rika Promedio_Cantidad,Yanfeng Promedio_Cantidad,Meridian Technologies Promedio_Cantidad,EFP Operations Promedio_Cantidad,Johnson Controls Promedio_Cantidad,Transporte y Automatización de Materiales Promedio_Cantidad,Isringhausen Promedio_Cantidad,Aptiv Promedio_Cantidad,Tesla Promedio_Cantidad,Mitchell Plastics Promedio_Cantidad,ElringKlinger Promedio_Cantidad,Draexlmaier Promedio_Cantidad,Michigan State University Promedio_Cantidad,Sanhua Automotive Promedio_Cantidad,Estapack Promedio_Cantidad,AGP Worldwide Operations Promedio_Cantidad,Aislantes y Empaques Promedio_Cantidad,Gaim Regiomontana Promedio_Cantidad,Ufi Filters Promedio_Cantidad,ITB Packaging Promedio_Cantidad,Inoac Polytec Promedio_Cantidad,ZKW Promedio_Cantidad,Faurecia Promedio_Cantidad,Katcon Promedio_Cantidad,Avanzar Interior Products Promedio_Cantidad
2022-11-28,28,11,48,2022,1634,0,0,20200,0,400,18067,1850,100,230,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.52,0,0,6733.33,0,400,475.45,108.82,33.33,115,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,27,11,48,2023,3769,0,0,80,0,0,29847,1000,1360,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,0,156,117.78,0,0,80,0,0,621.81,142.86,38.86,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.17,0,78
2021-12-03,3,12,49,2021,1357,0,0,4120,0,1045,15526,1790,230,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.62,0,0,1030,0,52.25,398.1,149.17,32.86,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-05,5,12,49,2022,89,0,0,12100,0,1156,22647,2274,218,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8.09,0,0,4033.33,0,57.8,539.21,103.36,54.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-12-04,4,12,49,2023,694,0,0,0,0,0,27373,1650,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33.05,0,0,0,0,0,595.07,150,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2021-12-10,10,12,50,2021,1564,0,0,0,0,1071,24939,3310,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,782,0,0,0,0,53.55,2078.25,174.21,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
2022-12-12,12,12,50,2022,94,0,0,23000,0,392,28187,800,240,561,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43,0,0,7666.67,0,65.33,512.49,133.33,60,112.2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-11,11,12,50,2023,488,0,0,4150,0,0,23563,300,1614,0,0,0,0,0,48672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,0,0,30.5,0,0,1383.33,0,0,654.53,100,80.7,0,0,0,0,0,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.5,0,0
2021-12-17,17,12,51,2021,0,0,0,4460,0,0,18046,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,401.02,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-17,17,12,51,2022,1390,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.67,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-18,18,12,51,2023,106,0,0,4200,0,0,0,0,0,0,0,0,0,0,15674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,154,53,0,0,1400,0,0,0,0,0,0,0,0,0,0,5224.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,77
