Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_industria_manufacturera,Poblacion_ocupada,Tasa_de_ocupacion_industria_manufacturera
2021,3,Tabasco,Hombres,39345,602062,6.535041242
2021,3,Tabasco,Mujeres,29390,340762,8.624787975
2021,3,Tamaulipas,Hombres,216436,956434,22.62947574
2021,3,Tamaulipas,Mujeres,139388,644108,21.64047023
2021,3,Tlaxcala,Hombres,80345,348470,23.05650415
2021,3,Tlaxcala,Mujeres,65317,243921,26.7779322
2021,3,Veracruz,Hombres,163907,2095032,7.823603649
2021,3,Veracruz,Mujeres,115123,1172087,9.822052459
2021,3,Yucatán,Hombres,108215,685362,15.789466
2021,3,Yucatán,Mujeres,81269,444683,18.27571551
2021,3,Zacatecas,Hombres,42955,421341,10.19483032
2021,3,Zacatecas,Mujeres,36881,260001,14.18494544
2021,4,Nacional,Hombres,5743883,34289260,16.75125972
2021,4,Nacional,Mujeres,3583702,22321951,16.05460921
2021,4,Aguascalientes,Hombres,95885,378317,25.34514706
2021,4,Aguascalientes,Mujeres,50875,252380,20.15809494
2021,4,Baja California,Hombres,259417,1086268,23.88149149
2021,4,Baja California,Mujeres,187028,703836,26.5726675
2021,4,Baja California Sur,Hombres,18897,251012,7.528325339
2021,4,Baja California Sur,Mujeres,9255,166622,5.554488603
2021,4,Campeche,Hombres,18301,263216,6.952844812
2021,4,Campeche,Mujeres,16207,157884,10.26513136
2021,4,Coahuila,Hombres,285396,869610,32.81884983
2021,4,Coahuila,Mujeres,138903,552104,25.15884688
2021,4,Colima,Hombres,20968,223188,9.394770328
2021,4,Colima,Mujeres,12681,166247,7.627806818
2021,4,Chiapas,Hombres,220873,1448841,15.24480602
2021,4,Chiapas,Mujeres,100812,709564,14.20759791
2021,4,Chihuahua,Hombres,282802,1050801,26.91299304
2021,4,Chihuahua,Mujeres,221225,675538,32.74797273
2021,4,Ciudad de México,Hombres,276188,2482984,11.12322915
2021,4,Ciudad de México,Mujeres,168470,1982122,8.499476823
2021,4,Durango,Hombres,82494,490190,16.82898468
2021,4,Durango,Mujeres,57450,317145,18.11474247
2021,4,Guanajuato,Hombres,437933,1632693,26.8227401
2021,4,Guanajuato,Mujeres,229763,1057021,21.73684345
2021,4,Guerrero,Hombres,59920,909289,6.58976409
2021,4,Guerrero,Mujeres,70838,575900,12.30039937
2021,4,Hidalgo,Hombres,113851,801863,14.19831068
2021,4,Hidalgo,Mujeres,100253,565987,17.712951
2021,4,Jalisco,Hombres,448951,2398692,18.71649215
2021,4,Jalisco,Mujeres,272988,1525920,17.89005977
2021,4,México,Hombres,780998,4613785,16.92749012
2021,4,México,Mujeres,409227,2996155,13.65840552
2021,4,Michoacán,Hombres,111954,1305111,8.578120941
2021,4,Michoacán,Mujeres,67626,805822,8.39217594
2021,4,Morelos,Hombres,60707,493277,12.30687829
2021,4,Morelos,Mujeres,34171,337105,10.13660432
2021,4,Nayarit,Hombres,26669,350322,7.612710592
2021,4,Nayarit,Mujeres,24521,243607,10.06580271
2021,4,Nuevo León,Hombres,497241,1724947,28.8264509
2021,4,Nuevo León,Mujeres,205099,1059373,19.36041413
2021,4,Oaxaca,Hombres,83636,1066764,7.840159585
2021,4,Oaxaca,Mujeres,134923,759508,17.76452651
2021,4,Puebla,Hombres,316434,1719797,18.39949715
2021,4,Puebla,Mujeres,203202,1207987,16.82153864
2021,4,Querétaro,Hombres,152843,596115,25.63985137
2021,4,Querétaro,Mujeres,83436,403449,20.68068083
2021,4,Quintana Roo,Hombres,27189,549514,4.947826625
2021,4,Quintana Roo,Mujeres,16384,346470,4.728836552
2021,4,San Luis Potosí,Hombres,160722,755367,21.27733936
2021,4,San Luis Potosí,Mujeres,101422,516339,19.64252168
2021,4,Sinaloa,Hombres,87420,826615,10.57566098
2021,4,Sinaloa,Mujeres,63827,515768,12.37513766
2021,4,Sonora,Hombres,146422,816760,17.92717567
2021,4,Sonora,Mujeres,126574,582521,21.72865871
2021,4,Tabasco,Hombres,44924,613959,7.317100979
2021,4,Tabasco,Mujeres,29586,339762,8.707860208
2021,4,Tamaulipas,Hombres,230206,971548,23.69476341
2021,4,Tamaulipas,Mujeres,148827,656539,22.66841726
2021,4,Tlaxcala,Hombres,76525,349772,21.87853802
2021,4,Tlaxcala,Mujeres,65627,245157,26.76937636
2021,4,Veracruz,Hombres,173180,2131832,8.123529434
2021,4,Veracruz,Mujeres,106314,1151409,9.233382751
2021,4,Yucatán,Hombres,102142,689720,14.80919794
2021,4,Yucatán,Mujeres,90001,476803,18.87592989
2021,4,Zacatecas,Hombres,42795,427091,10.02011281
2021,4,Zacatecas,Mujeres,36187,269907,13.40721063
2022,1,Nacional,Hombres,5757843,33997934,16.93586146
2022,1,Nacional,Mujeres,3564843,22081189,16.14425292
2022,1,Aguascalientes,Hombres,97926,379297,25.81776286
2022,1,Aguascalientes,Mujeres,48122,245441,19.60634124
2022,1,Baja California,Hombres,275073,1062402,25.89161165
2022,1,Baja California,Mujeres,182245,707841,25.74660128
2022,1,Baja California Sur,Hombres,14513,248239,5.846381914
2022,1,Baja California Sur,Mujeres,10818,172527,6.270322906
2022,1,Campeche,Hombres,19462,264073,7.369931799
2022,1,Campeche,Mujeres,16887,158618,10.6463327
2022,1,Coahuila,Hombres,294213,868646,33.87029929
2022,1,Coahuila,Mujeres,136843,545222,25.0985837
2022,1,Colima,Hombres,19191,221932,8.6472433
2022,1,Colima,Mujeres,10856,158110,6.866105876
2022,1,Chiapas,Hombres,154706,1462738,10.57646687
2022,1,Chiapas,Mujeres,87455,641490,13.63310418
2022,1,Chihuahua,Hombres,285714,1041952,27.42103283
2022,1,Chihuahua,Mujeres,224099,648005,34.58291217
2022,1,Ciudad de México,Hombres,289625,2439094,11.87428611
2022,1,Ciudad de México,Mujeres,175899,1946624,9.036105586
2022,1,Durango,Hombres,79715,482340,16.52672389
2022,1,Durango,Mujeres,55750,309916,17.98874534
2022,1,Guanajuato,Hombres,467808,1641914,28.49162624
2022,1,Guanajuato,Mujeres,235246,1062668,22.1372997
2022,1,Guerrero,Hombres,65484,819846,7.987353723
2022,1,Guerrero,Mujeres,70182,532676,13.17536364
2022,1,Hidalgo,Hombres,96141,782465,12.28693935
2022,1,Hidalgo,Mujeres,101916,559231,18.2243116
2022,1,Jalisco,Hombres,445031,2388048,18.63576444
2022,1,Jalisco,Mujeres,282124,1555679,18.13510371
2022,1,México,Hombres,718077,4547285,15.79133483
2022,1,México,Mujeres,391107,2987010,13.09359527
2022,1,Michoacán,Hombres,143025,1327601,10.77319164
2022,1,Michoacán,Mujeres,87006,840426,10.35260689
2022,1,Morelos,Hombres,71278,496848,14.34603742
2022,1,Morelos,Mujeres,35082,336469,10.42651775
2022,1,Nayarit,Hombres,26371,349694,7.541164561
2022,1,Nayarit,Mujeres,20229,245361,8.244586548
2022,1,Nuevo León,Hombres,482418,1702601,28.33417812
2022,1,Nuevo León,Mujeres,212308,1034214,20.52843996
2022,1,Oaxaca,Hombres,89243,1049087,8.506730138
2022,1,Oaxaca,Mujeres,137213,805721,17.02984035
2022,1,Puebla,Hombres,320843,1778065,18.04450343
2022,1,Puebla,Mujeres,179545,1151959,15.58605818
2022,1,Querétaro,Hombres,166204,618671,26.86468252
2022,1,Querétaro,Mujeres,84946,396400,21.42936428
2022,1,Quintana Roo,Hombres,29000,561180,5.167682384
2022,1,Quintana Roo,Mujeres,17556,350473,5.009230383
2022,1,San Luis Potosí,Hombres,173228,761063,22.76132199
2022,1,San Luis Potosí,Mujeres,115655,490579,23.57520399
2022,1,Sinaloa,Hombres,79284,829897,9.553474708
2022,1,Sinaloa,Mujeres,52651,506835,10.3881934
2022,1,Sonora,Hombres,158317,828797,19.10202378
2022,1,Sonora,Mujeres,120735,549549,21.96983345
2022,1,Tabasco,Hombres,47699,624502,7.637925899
2022,1,Tabasco,Mujeres,29753,350785,8.481833602
2022,1,Tamaulipas,Hombres,237733,953568,24.93089114
2022,1,Tamaulipas,Mujeres,148943,624871,23.83579971
2022,1,Tlaxcala,Hombres,78609,352261,22.3155558
2022,1,Tlaxcala,Mujeres,63801,241052,26.4677331
2022,1,Veracruz,Hombres,185815,2020105,9.198284248
2022,1,Veracruz,Mujeres,107640,1190733,9.039809932
2022,1,Yucatán,Hombres,101992,691397,14.75158267
2022,1,Yucatán,Mujeres,82759,478943,17.27950925
2022,1,Zacatecas,Hombres,44105,402326,10.96250304
2022,1,Zacatecas,Mujeres,39472,255761,15.4331583
2022,2,Nacional,Hombres,5713835,34528782,16.5480352
2022,2,Nacional,Mujeres,3720489,22891895,16.25242908
2022,2,Aguascalientes,Hombres,103514,376342,27.50530103
2022,2,Aguascalientes,Mujeres,48992,249515,19.63489169
2022,2,Baja California,Hombres,262784,1077088,24.39763511
2022,2,Baja California,Mujeres,190891,729355,26.17257714
2022,2,Baja California Sur,Hombres,17930,255006,7.031207109
2022,2,Baja California Sur,Mujeres,10549,175069,6.025624182
2022,2,Campeche,Hombres,17257,265709,6.494699088
2022,2,Campeche,Mujeres,16360,164171,9.965219192
2022,2,Coahuila,Hombres,295317,884845,33.37499788
2022,2,Coahuila,Mujeres,151520,569946,26.58497472
2022,2,Colima,Hombres,18753,222650,8.422636425
2022,2,Colima,Mujeres,13592,162460,8.366367106
2022,2,Chiapas,Hombres,73668,1455679,5.060731109
2022,2,Chiapas,Mujeres,85053,686932,12.38157489
2022,2,Chihuahua,Hombres,299272,1085566,27.56829156
2022,2,Chihuahua,Mujeres,221538,674541,32.84277753
2022,2,Ciudad de México,Hombres,310660,2542214,12.22005701
2022,2,Ciudad de México,Mujeres,162444,1992162,8.154156138
2022,2,Durango,Hombres,80488,492900,16.3294786
2022,2,Durango,Mujeres,58226,315431,18.45918759
2022,2,Guanajuato,Hombres,454215,1620371,28.03154339
2022,2,Guanajuato,Mujeres,245881,1125321,21.8498544
2022,2,Guerrero,Hombres,66154,895303,7.38900685
2022,2,Guerrero,Mujeres,107905,602049,17.92295976
2022,2,Hidalgo,Hombres,103034,788991,13.05895758
2022,2,Hidalgo,Mujeres,105697,597084,17.70219936
2022,2,Jalisco,Hombres,468437,2436938,19.22236019
2022,2,Jalisco,Mujeres,287748,1536440,18.72822889
2022,2,México,Hombres,733449,4615987,15.88932118
2022,2,México,Mujeres,421551,3154785,13.3622735
2022,2,Michoacán,Hombres,162089,1325706,12.22661736
2022,2,Michoacán,Mujeres,101764,872142,11.66828338
2022,2,Morelos,Hombres,60944,484895,12.56849421
2022,2,Morelos,Mujeres,36298,338951,10.70892253
2022,2,Nayarit,Hombres,26181,348069,7.521784474
2022,2,Nayarit,Mujeres,19623,255277,7.686943986
2022,2,Nuevo León,Hombres,483488,1723785,28.04804543
2022,2,Nuevo León,Mujeres,217081,1060002,20.47930098
2022,2,Oaxaca,Hombres,81918,1066829,7.678643906
2022,2,Oaxaca,Mujeres,148318,813512,18.23181465
2022,2,Puebla,Hombres,318741,1789265,17.81407449
2022,2,Puebla,Mujeres,187915,1209652,15.5346331
2022,2,Querétaro,Hombres,147331,598159,24.63074199
2022,2,Querétaro,Mujeres,80723,387386,20.8378723
2022,2,Quintana Roo,Hombres,29116,571356,5.095947185
2022,2,Quintana Roo,Mujeres,22808,361929,6.301788472
2022,2,San Luis Potosí,Hombres,160016,759547,21.06729406
2022,2,San Luis Potosí,Mujeres,98978,483107,20.48780084
2022,2,Sinaloa,Hombres,91079,835903,10.89588146
2022,2,Sinaloa,Mujeres,66026,552263,11.95553568
2022,2,Sonora,Hombres,157471,826135,19.06117039
2022,2,Sonora,Mujeres,140797,588139,23.93940888
2022,2,Tabasco,Hombres,48050,624130,7.698716614
2022,2,Tabasco,Mujeres,35379,346994,10.19585353
2022,2,Tamaulipas,Hombres,229707,978318,23.47978878
2022,2,Tamaulipas,Mujeres,144994,640564,22.63536508
2022,2,Tlaxcala,Hombres,80645,356474,22.6229683
2022,2,Tlaxcala,Mujeres,68179,250219,27.24773099
2022,2,Veracruz,Hombres,182281,2102587,8.669367784
2022,2,Veracruz,Mujeres,99988,1235875,8.090462223
2022,2,Yucatán,Hombres,101300,706190,14.34458149
2022,2,Yucatán,Mujeres,88012,498008,17.67280847
2022,2,Zacatecas,Hombres,48546,415845,11.67406125
2022,2,Zacatecas,Mujeres,35659,262614,13.57848401
2022,3,Nacional,Hombres,5766412,34632039,16.65051255
2022,3,Nacional,Mujeres,3722025,22808402,16.31865748
2022,3,Aguascalientes,Hombres,99537,378205,26.31826655
2022,3,Aguascalientes,Mujeres,52957,260650,20.31728371
2022,3,Baja California,Hombres,270363,1072618,25.20589809
2022,3,Baja California,Mujeres,190009,709993,26.76209484
2022,3,Baja California Sur,Hombres,14958,253331,5.904528068
2022,3,Baja California Sur,Mujeres,9444,174498,5.412096414
2022,3,Campeche,Hombres,17488,269325,6.493270213
2022,3,Campeche,Mujeres,16424,166094,9.888376462
2022,3,Coahuila,Hombres,304963,892409,34.17300812
2022,3,Coahuila,Mujeres,145793,558193,26.11874388
2022,3,Colima,Hombres,19472,223871,8.697866182
2022,3,Colima,Mujeres,11647,159145,7.318483144
2022,3,Chiapas,Hombres,85600,1480288,5.78265851
2022,3,Chiapas,Mujeres,89990,697449,12.90273554
2022,3,Chihuahua,Hombres,296516,1095899,27.05687294
2022,3,Chihuahua,Mujeres,223831,679444,32.94325949
2022,3,Ciudad de México,Hombres,305721,2536967,12.05064946
2022,3,Ciudad de México,Mujeres,172945,2009548,8.606164172
2022,3,Durango,Hombres,78379,502816,15.58800834
2022,3,Durango,Mujeres,55647,324422,17.15265919
2022,3,Guanajuato,Hombres,439103,1635778,26.84367928
2022,3,Guanajuato,Mujeres,246916,1098141,22.48490859
2022,3,Guerrero,Hombres,49233,921081,5.345132513
2022,3,Guerrero,Mujeres,85863,609390,14.08999163
2022,3,Hidalgo,Hombres,118432,827929,14.30460825
2022,3,Hidalgo,Mujeres,102892,604795,17.01270678
2022,3,Jalisco,Hombres,498554,2429279,20.52271476
2022,3,Jalisco,Mujeres,278053,1594348,17.43991901
2022,3,México,Hombres,743760,4602138,16.16118421
2022,3,México,Mujeres,470560,3187019,14.76489472
2022,3,Michoacán,Hombres,159778,1347488,11.85747109
2022,3,Michoacán,Mujeres,109783,862037,12.73530022
2022,3,Morelos,Hombres,65837,497248,13.24027447
2022,3,Morelos,Mujeres,34542,351885,9.816275204
2022,3,Nayarit,Hombres,24854,349790,7.105406101
2022,3,Nayarit,Mujeres,21468,254649,8.430427765
2022,3,Nuevo León,Hombres,489164,1709070,28.62164803
2022,3,Nuevo León,Mujeres,211287,1063414,19.8687435
2022,3,Oaxaca,Hombres,81926,1069499,7.660222216
2022,3,Oaxaca,Mujeres,136558,824101,16.57054172
2022,3,Puebla,Hombres,316404,1791266,17.66370824
2022,3,Puebla,Mujeres,168876,1122678,15.0422472
2022,3,Querétaro,Hombres,146314,619207,23.62925484
2022,3,Querétaro,Mujeres,80656,406305,19.85109708
2022,3,Quintana Roo,Hombres,36676,579561,6.328238097
2022,3,Quintana Roo,Mujeres,19609,354555,5.530594689
2022,3,San Luis Potosí,Hombres,163050,757863,21.51444258
2022,3,San Luis Potosí,Mujeres,100751,481430,20.92744532
2022,3,Sinaloa,Hombres,91597,828589,11.05457591
2022,3,Sinaloa,Mujeres,72676,538445,13.49738599
2022,3,Sonora,Hombres,151418,821050,18.44199501
2022,3,Sonora,Mujeres,134113,558744,24.00258437
2022,3,Tabasco,Hombres,42495,640839,6.631150726
2022,3,Tabasco,Mujeres,36543,352587,10.36425053
2022,3,Tamaulipas,Hombres,234640,968714,24.22180334
2022,3,Tamaulipas,Mujeres,154438,628459,24.57407723
2022,3,Tlaxcala,Hombres,87825,362948,24.19768121
2022,3,Tlaxcala,Mujeres,75312,253066,29.7598255
2022,3,Veracruz,Hombres,191457,2024818,9.455516496
2022,3,Veracruz,Mujeres,96005,1185851,8.095873765
2022,3,Yucatán,Hombres,96581,714268,13.52167534
2022,3,Yucatán,Mujeres,85153,485285,17.54700846
2022,3,Zacatecas,Hombres,44317,427887,10.35717374
2022,3,Zacatecas,Mujeres,31284,251782,12.42503436
2022,4,Nacional,Hombres,5738324,34695540,16.53908254
2022,4,Nacional,Mujeres,3849751,23653813,16.27539289
2022,4,Aguascalientes,Hombres,98752,373908,26.41077484
2022,4,Aguascalientes,Mujeres,56379,264499,21.3153925
2022,4,Baja California,Hombres,265178,1068413,24.81980283
2022,4,Baja California,Mujeres,182128,729740,24.95793022
2022,4,Baja California Sur,Hombres,13046,249540,5.228019556
2022,4,Baja California Sur,Mujeres,8292,181820,4.560554394
2022,4,Campeche,Hombres,16542,264858,6.245610856
2022,4,Campeche,Mujeres,14510,161724,8.972075882
2022,4,Coahuila,Hombres,309719,912007,33.96015601
2022,4,Coahuila,Mujeres,155750,575924,27.04349879
2022,4,Colima,Hombres,17937,218215,8.219874894
2022,4,Colima,Mujeres,14053,158044,8.891827592
2022,4,Chiapas,Hombres,109130,1458410,7.482806618
2022,4,Chiapas,Mujeres,78969,701245,11.26125676
2022,4,Chihuahua,Hombres,297708,1107371,26.88421496
2022,4,Chihuahua,Mujeres,220929,710881,31.07819734
2022,4,Ciudad de México,Hombres,305051,2581577,11.81645947
2022,4,Ciudad de México,Mujeres,186249,2116597,8.799454974
2022,4,Durango,Hombres,80785,488833,16.52609378
2022,4,Durango,Mujeres,55749,310529,17.95291261
2022,4,Guanajuato,Hombres,437122,1661824,26.30374817
2022,4,Guanajuato,Mujeres,261866,1093527,23.94691672
2022,4,Guerrero,Hombres,46884,915851,5.119173315
2022,4,Guerrero,Mujeres,105396,671092,15.70514922
2022,4,Hidalgo,Hombres,104342,822794,12.68142451
2022,4,Hidalgo,Mujeres,108537,627851,17.28706333
2022,4,Jalisco,Hombres,461265,2383984,19.34849395
2022,4,Jalisco,Mujeres,315218,1682263,18.73773601
2022,4,México,Hombres,765606,4563383,16.77715852
2022,4,México,Mujeres,504678,3287300,15.35235604
2022,4,Michoacán,Hombres,158535,1345077,11.78631409
2022,4,Michoacán,Mujeres,92616,863762,10.72239807
2022,4,Morelos,Hombres,58790,493522,11.91233623
2022,4,Morelos,Mujeres,35598,365480,9.740067856
2022,4,Nayarit,Hombres,24761,346460,7.14685678
2022,4,Nayarit,Mujeres,23044,261433,8.814495492
2022,4,Nuevo León,Hombres,483940,1730414,27.96671779
2022,4,Nuevo León,Mujeres,205271,1084617,18.92566685
2022,4,Oaxaca,Hombres,94772,1082080,8.758317315
2022,4,Oaxaca,Mujeres,146403,824063,17.76599605
2022,4,Puebla,Hombres,308105,1769120,17.41572081
2022,4,Puebla,Mujeres,188977,1163185,16.24651281
2022,4,Querétaro,Hombres,151733,625477,24.25876571
2022,4,Querétaro,Mujeres,80078,445335,17.98151953
2022,4,Quintana Roo,Hombres,36240,588004,6.163223379
2022,4,Quintana Roo,Mujeres,19890,379703,5.238304675
2022,4,San Luis Potosí,Hombres,180367,778142,23.17918837
2022,4,San Luis Potosí,Mujeres,99465,493136,20.16989228
2022,4,Sinaloa,Hombres,89283,850977,10.49182293
2022,4,Sinaloa,Mujeres,64172,574461,11.17081925
2022,4,Sonora,Hombres,146744,817443,17.95158806
2022,4,Sonora,Mujeres,133929,591296,22.65007712
2022,4,Tabasco,Hombres,43711,649188,6.733180527
2022,4,Tabasco,Mujeres,38014,394674,9.631746707
2022,4,Tamaulipas,Hombres,217073,973020,22.30920228
2022,4,Tamaulipas,Mujeres,147799,647349,22.83142478
2022,4,Tlaxcala,Hombres,90221,369431,24.42161053
2022,4,Tlaxcala,Mujeres,74239,257507,28.82989589
2022,4,Veracruz,Hombres,188337,2075820,9.072896494
2022,4,Veracruz,Mujeres,109750,1272290,8.626177994
2022,4,Yucatán,Hombres,97004,706512,13.72998619
2022,4,Yucatán,Mujeres,90829,510248,17.80095169
2022,4,Zacatecas,Hombres,39641,423885,9.351828916
2022,4,Zacatecas,Mujeres,30974,252238,12.27967237
2023,1,Nacional,Hombres,5857340,34886554,16.78967777
2023,1,Nacional,Mujeres,3900898,23605572,16.52532716
2023,1,Aguascalientes,Hombres,93436,372845,25.06027974
2023,1,Aguascalientes,Mujeres,62059,273793,22.66639395
2023,1,Baja California,Hombres,255549,1070818,23.86483978
2023,1,Baja California,Mujeres,185806,721675,25.74649253
2023,1,Baja California Sur,Hombres,14299,257080,5.562081842
2023,1,Baja California Sur,Mujeres,7844,177820,4.411202339
2023,1,Campeche,Hombres,16243,266650,6.091505719
2023,1,Campeche,Mujeres,16511,164785,10.01972267
2023,1,Coahuila,Hombres,309956,892728,34.72009391
2023,1,Coahuila,Mujeres,162749,569448,28.58013374
2023,1,Colima,Hombres,18743,219869,8.524621479
2023,1,Colima,Mujeres,12928,163152,7.923899186
2023,1,Chiapas,Hombres,153247,1430329,10.71410843
2023,1,Chiapas,Mujeres,111572,714417,15.61720956
2023,1,Chihuahua,Hombres,304041,1068250,28.46159607
2023,1,Chihuahua,Mujeres,227083,676028,33.59076843
2023,1,Ciudad de México,Hombres,277546,2626489,10.56718684
2023,1,Ciudad de México,Mujeres,183943,2066809,8.8998548
2023,1,Durango,Hombres,87287,494426,17.65420912
2023,1,Durango,Mujeres,58163,310805,18.71366291
2023,1,Guanajuato,Hombres,464306,1709399,27.16194405
2023,1,Guanajuato,Mujeres,263356,1142930,23.04218106
2023,1,Guerrero,Hombres,52949,901548,5.873120455
2023,1,Guerrero,Mujeres,113551,655818,17.31440735
2023,1,Hidalgo,Hombres,129208,858089,15.05764554
2023,1,Hidalgo,Mujeres,99592,628295,15.85115272
2023,1,Jalisco,Hombres,461962,2384456,19.37389493
2023,1,Jalisco,Mujeres,323759,1723270,18.78747962
2023,1,México,Hombres,739700,4615173,16.0275682
2023,1,México,Mujeres,452485,3211849,14.08799106
2023,1,Michoacán,Hombres,133916,1307207,10.24443719
2023,1,Michoacán,Mujeres,96762,845765,11.44076664
2023,1,Morelos,Hombres,63878,496594,12.86322428
2023,1,Morelos,Mujeres,37696,381070,9.8921458
2023,1,Nayarit,Hombres,27271,356169,7.656758449
2023,1,Nayarit,Mujeres,17694,253875,6.96957164
2023,1,Nuevo León,Hombres,507405,1741312,29.13923524
2023,1,Nuevo León,Mujeres,219974,1069195,20.57379617
2023,1,Oaxaca,Hombres,91878,1090607,8.42448288
2023,1,Oaxaca,Mujeres,138619,799846,17.33071116
2023,1,Puebla,Hombres,323947,1788660,18.11115584
2023,1,Puebla,Mujeres,220279,1222376,18.02055996
2023,1,Querétaro,Hombres,156446,642282,24.35783659
2023,1,Querétaro,Mujeres,90591,461415,19.63330191
2023,1,Quintana Roo,Hombres,37585,592102,6.347723872
2023,1,Quintana Roo,Mujeres,21071,379495,5.552378819
2023,1,San Luis Potosí,Hombres,183712,769573,23.87193937
2023,1,San Luis Potosí,Mujeres,109778,510736,21.49407913
2023,1,Sinaloa,Hombres,91373,866035,10.55072832
2023,1,Sinaloa,Mujeres,61414,588394,10.43756395
2023,1,Sonora,Hombres,154553,844078,18.31027464
2023,1,Sonora,Mujeres,126435,578749,21.84625805
2023,1,Tabasco,Hombres,52020,663244,7.843267334
2023,1,Tabasco,Mujeres,38216,387685,9.857487393
2023,1,Tamaulipas,Hombres,215801,985689,21.89341669
2023,1,Tamaulipas,Mujeres,144572,636438,22.71580264
2023,1,Tlaxcala,Hombres,91025,370463,24.57060489
2023,1,Tlaxcala,Mujeres,71920,259094,27.75826534
2023,1,Veracruz,Hombres,212498,2100580,10.11615839
2023,1,Veracruz,Mujeres,111961,1294833,8.646752129
2023,1,Yucatán,Hombres,89431,701004,12.75755916
2023,1,Yucatán,Mujeres,85304,492848,17.30837905
2023,1,Zacatecas,Hombres,46129,402806,11.45191482
2023,1,Zacatecas,Mujeres,27211,242864,11.20421306
2023,2,Nacional,Hombres,5726837,34716585,16.49596871
2023,2,Nacional,Mujeres,3944009,23805405,16.56770385
2023,2,Aguascalientes,Hombres,96557,372935,25.89110703
2023,2,Aguascalientes,Mujeres,55849,264670,21.10137152
2023,2,Baja California,Hombres,260888,1075553,24.25617334
2023,2,Baja California,Mujeres,177511,728228,24.37574496
2023,2,Baja California Sur,Hombres,17260,274077,6.297500337
2023,2,Baja California Sur,Mujeres,10178,182175,5.586935639
2023,2,Campeche,Hombres,15798,269319,5.86590623
2023,2,Campeche,Mujeres,17242,163622,10.53770275
2023,2,Coahuila,Hombres,298973,897159,33.3244163
2023,2,Coahuila,Mujeres,175763,603192,29.13881484
2023,2,Colima,Hombres,17022,213299,7.980346837
2023,2,Colima,Mujeres,13304,156947,8.476746927
2023,2,Chiapas,Hombres,86023,1446883,5.945401252
2023,2,Chiapas,Mujeres,77513,698942,11.09004753
2023,2,Chihuahua,Hombres,309296,1102879,28.04441829
2023,2,Chihuahua,Mujeres,229400,703567,32.60528137
2023,2,Ciudad de México,Hombres,255224,2566460,9.944592941
2023,2,Ciudad de México,Mujeres,188924,2142635,8.8173674
2023,2,Durango,Hombres,92777,502353,18.4684873
2023,2,Durango,Mujeres,55095,320933,17.16713457
2023,2,Guanajuato,Hombres,450446,1661055,27.11806653
2023,2,Guanajuato,Mujeres,272129,1096838,24.81031839
2023,2,Guerrero,Hombres,61746,913896,6.756348644
2023,2,Guerrero,Mujeres,114417,682448,16.76567299
2023,2,Hidalgo,Hombres,116712,831700,14.03294457
2023,2,Hidalgo,Mujeres,100609,622144,16.17133654
2023,2,Jalisco,Hombres,468348,2339979,20.01505142
2023,2,Jalisco,Mujeres,309876,1737877,17.83072105
2023,2,México,Hombres,760672,4589246,16.57509752
2023,2,México,Mujeres,444395,3225298,13.77841675
2023,2,Michoacán,Hombres,160104,1318327,12.14448312
2023,2,Michoacán,Mujeres,113578,857936,13.23851663
2023,2,Morelos,Hombres,61963,500152,12.38883379
2023,2,Morelos,Mujeres,36382,370478,9.820286225
2023,2,Nayarit,Hombres,23555,353322,6.666723272
2023,2,Nayarit,Mujeres,21504,262046,8.206192806
2023,2,Nuevo León,Hombres,496058,1717359,28.8849332
2023,2,Nuevo León,Mujeres,221818,1081417,20.51179147
2023,2,Oaxaca,Hombres,85743,1081248,7.930003108
2023,2,Oaxaca,Mujeres,130574,732806,17.81835847
2023,2,Puebla,Hombres,323950,1766081,18.34287329
2023,2,Puebla,Mujeres,233161,1235681,18.8690285
2023,2,Querétaro,Hombres,149052,638066,23.3599659
2023,2,Querétaro,Mujeres,101465,468929,21.63760399
2023,2,Quintana Roo,Hombres,40315,584004,6.903206142
2023,2,Quintana Roo,Mujeres,22452,386931,5.802584957
2023,2,San Luis Potosí,Hombres,174662,771509,22.63901004
2023,2,San Luis Potosí,Mujeres,107565,510128,21.08588433
2023,2,Sinaloa,Hombres,94974,854889,11.10951246
2023,2,Sinaloa,Mujeres,71143,584486,12.1718912
2023,2,Sonora,Hombres,143591,866927,16.56321697
2023,2,Sonora,Mujeres,122101,603290,20.23918845
2023,2,Tabasco,Hombres,48929,646913,7.563459074
2023,2,Tabasco,Mujeres,40636,383968,10.5831736
2023,2,Tamaulipas,Hombres,197189,987587,19.96674723
2023,2,Tamaulipas,Mujeres,154590,660783,23.39497233
2023,2,Tlaxcala,Hombres,88417,380479,23.23833904
2023,2,Tlaxcala,Mujeres,76648,267459,28.65785036
2023,2,Veracruz,Hombres,199516,2089041,9.550602406
2023,2,Veracruz,Mujeres,115826,1289015,8.985620803
2023,2,Yucatán,Hombres,86064,694412,12.39379504
2023,2,Yucatán,Mujeres,95400,511774,18.64104077
2023,2,Zacatecas,Hombres,45013,409476,10.99282986
2023,2,Zacatecas,Mujeres,36961,268762,13.75231618
2023,3,Nacional,Hombres,5770862,35149210,16.41818408
2023,3,Nacional,Mujeres,3854218,24018262,16.04703121
2023,3,Aguascalientes,Hombres,98951,385777,25.6497925
2023,3,Aguascalientes,Mujeres,60716,280229,21.66656556
