Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_industria_manufacturera,Poblacion_ocupada,Tasa_de_ocupacion_industria_manufacturera
2023,3,Baja California,Hombres,251780,1066594,23.60598316
2023,3,Baja California,Mujeres,174843,745390,23.45657978
2023,3,Baja California Sur,Hombres,18227,277908,6.558645307
2023,3,Baja California Sur,Mujeres,10570,182406,5.794765523
2023,3,Campeche,Hombres,18872,270559,6.975188406
2023,3,Campeche,Mujeres,19085,164530,11.59970826
2023,3,Coahuila,Hombres,297367,903124,32.92648629
2023,3,Coahuila,Mujeres,168054,564537,29.76846513
2023,3,Colima,Hombres,17814,215504,8.266203876
2023,3,Colima,Mujeres,12558,163537,7.67899619
2023,3,Chiapas,Hombres,89872,1465582,6.132171383
2023,3,Chiapas,Mujeres,77770,701328,11.08896265
2023,3,Chihuahua,Hombres,312736,1099566,28.44176702
2023,3,Chihuahua,Mujeres,225526,712027,31.67379889
2023,3,Ciudad de México,Hombres,248583,2604034,9.546073515
2023,3,Ciudad de México,Mujeres,163333,2108472,7.746510269
2023,3,Durango,Hombres,85754,497568,17.23462924
2023,3,Durango,Mujeres,55408,321531,17.232553
2023,3,Guanajuato,Hombres,440640,1676295,26.28654264
2023,3,Guanajuato,Mujeres,264971,1134006,23.36592575
2023,3,Guerrero,Hombres,65821,942608,6.982860319
2023,3,Guerrero,Mujeres,114714,704498,16.28308384
2023,3,Hidalgo,Hombres,127585,863349,14.77791716
2023,3,Hidalgo,Mujeres,118279,626900,18.86728346
2023,3,Jalisco,Hombres,435752,2331352,18.69095701
2023,3,Jalisco,Mujeres,272564,1665276,16.36749704
2023,3,México,Hombres,799963,4710487,16.98259649
2023,3,México,Mujeres,421393,3292937,12.79687404
2023,3,Michoacán,Hombres,150138,1351027,11.11287931
2023,3,Michoacán,Mujeres,116315,879870,13.21956653
2023,3,Morelos,Hombres,61096,501141,12.19137927
2023,3,Morelos,Mujeres,39709,362368,10.95819719
2023,3,Nayarit,Hombres,23802,362785,6.560910732
2023,3,Nayarit,Mujeres,21506,257284,8.358856361
2023,3,Nuevo León,Hombres,476765,1749429,27.25260642
2023,3,Nuevo León,Mujeres,221971,1116814,19.87537764
2023,3,Oaxaca,Hombres,106306,1144361,9.289551112
2023,3,Oaxaca,Mujeres,145217,798816,18.17902996
2023,3,Puebla,Hombres,350398,1761751,19.88918979
2023,3,Puebla,Mujeres,239654,1283989,18.66480165
2023,3,Querétaro,Hombres,154355,662304,23.30576291
2023,3,Querétaro,Mujeres,108676,486954,22.31750843
2023,3,Quintana Roo,Hombres,30032,570790,5.261479704
2023,3,Quintana Roo,Mujeres,19054,382159,4.985882839
2023,3,San Luis Potosí,Hombres,176404,767096,22.99633944
2023,3,San Luis Potosí,Mujeres,113896,546332,20.84739682
2023,3,Sinaloa,Hombres,91427,842759,10.8485344
2023,3,Sinaloa,Mujeres,74090,606002,12.22603226
2023,3,Sonora,Hombres,153062,842316,18.17156507
2023,3,Sonora,Mujeres,119308,578441,20.62578552
2023,3,Tabasco,Hombres,47345,670583,7.060274418
2023,3,Tabasco,Mujeres,35737,401150,8.908637667
2023,3,Tamaulipas,Hombres,198778,967868,20.53771795
2023,3,Tamaulipas,Mujeres,161360,660428,24.43264065
2023,3,Tlaxcala,Hombres,88813,377303,23.5389064
2023,3,Tlaxcala,Mujeres,71650,267196,26.81552119
2023,3,Veracruz,Hombres,219805,2137824,10.28171636
2023,3,Veracruz,Mujeres,94187,1268494,7.4251041
2023,3,Yucatán,Hombres,91117,699836,13.01976463
2023,3,Yucatán,Mujeres,84349,490016,17.21351956
2023,3,Zacatecas,Hombres,41502,429730,9.657692039
2023,3,Zacatecas,Mujeres,27755,264345,10.49953659
2023,4,Nacional,Hombres,5870762,35162467,16.69610383
2023,4,Nacional,Mujeres,3911062,24241480,16.13375916
2023,4,Aguascalientes,Hombres,96174,375615,25.60440877
2023,4,Aguascalientes,Mujeres,53650,263521,20.35890878
2023,4,Baja California,Hombres,259794,1089911,23.83625819
2023,4,Baja California,Mujeres,171608,725350,23.65864755
2023,4,Baja California Sur,Hombres,19411,274858,7.062192114
2023,4,Baja California Sur,Mujeres,10567,184647,5.722811635
2023,4,Campeche,Hombres,16526,269780,6.125732078
2023,4,Campeche,Mujeres,17230,171814,10.0282864
2023,4,Coahuila,Hombres,297489,910713,32.66550494
2023,4,Coahuila,Mujeres,186150,607931,30.62025131
2023,4,Colima,Hombres,17413,211670,8.226484622
2023,4,Colima,Mujeres,14924,161241,9.255710396
2023,4,Chiapas,Hombres,204320,1498588,13.63416763
2023,4,Chiapas,Mujeres,90899,705635,12.88187236
2023,4,Chihuahua,Hombres,308299,1084471,28.42851492
2023,4,Chihuahua,Mujeres,232403,737665,31.50522256
2023,4,Ciudad de México,Hombres,287995,2555880,11.26793903
2023,4,Ciudad de México,Mujeres,166939,2101821,7.942588831
2023,4,Durango,Hombres,89264,481603,18.53476826
2023,4,Durango,Mujeres,58979,347886,16.95354225
2023,4,Guanajuato,Hombres,403365,1668753,24.17164194
2023,4,Guanajuato,Mujeres,262944,1134631,23.17440648
2023,4,Guerrero,Hombres,66089,923350,7.157524232
2023,4,Guerrero,Mujeres,154598,720992,21.44240158
2023,4,Hidalgo,Hombres,113319,828956,13.67008623
2023,4,Hidalgo,Mujeres,111245,612044,18.17598081
2023,4,Jalisco,Hombres,434865,2357242,18.44804225
2023,4,Jalisco,Mujeres,274407,1650848,16.62218448
2023,4,México,Hombres,837458,4841961,17.29584356
2023,4,México,Mujeres,452501,3349279,13.5104003
2023,4,Michoacán,Hombres,136911,1326393,10.32205387
2023,4,Michoacán,Mujeres,92870,899083,10.32941341
2023,4,Morelos,Hombres,62052,510900,12.14562537
2023,4,Morelos,Mujeres,36283,382557,9.484338282
2023,4,Nayarit,Hombres,24718,373251,6.622353323
2023,4,Nayarit,Mujeres,25444,265955,9.567032017
2023,4,Nuevo León,Hombres,486822,1753277,27.76640542
2023,4,Nuevo León,Mujeres,216638,1132672,19.12627839
2023,4,Oaxaca,Hombres,99071,1129621,8.770286671
2023,4,Oaxaca,Mujeres,125494,763522,16.43619961
2023,4,Puebla,Hombres,345472,1715400,20.1394427
2023,4,Puebla,Mujeres,255437,1238970,20.61688338
2023,4,Querétaro,Hombres,148396,653666,22.70211392
2023,4,Querétaro,Mujeres,99345,491829,20.19909359
2023,4,Quintana Roo,Hombres,34142,572012,5.9687559
2023,4,Quintana Roo,Mujeres,24559,397906,6.172060738
2023,4,San Luis Potosí,Hombres,169323,766512,22.09006513
2023,4,San Luis Potosí,Mujeres,113131,543211,20.82634556
2023,4,Sinaloa,Hombres,93190,858590,10.85384176
2023,4,Sinaloa,Mujeres,60152,606789,9.913165862
2023,4,Sonora,Hombres,146913,838132,17.52862318
2023,4,Sonora,Mujeres,116624,591798,19.70672425
2023,4,Tabasco,Hombres,59600,688534,8.656072177
2023,4,Tabasco,Mujeres,36078,395015,9.133324051
2023,4,Tamaulipas,Hombres,188844,976438,19.34009123
2023,4,Tamaulipas,Mujeres,148386,680165,21.81617696
2023,4,Tlaxcala,Hombres,87593,379414,23.08639112
2023,4,Tlaxcala,Mujeres,69771,269672,25.87254146
2023,4,Veracruz,Hombres,205089,2145601,9.558580556
2023,4,Veracruz,Mujeres,118168,1341315,8.809861964
2023,4,Yucatán,Hombres,87927,696037,12.6325181
2023,4,Yucatán,Mujeres,86424,511007,16.91248848
2023,4,Zacatecas,Hombres,42918,405338,10.58820046
2023,4,Zacatecas,Mujeres,27214,254709,10.68434959
